id,first_name,last_name,email,mobile_number,primary_address1,primary_address2,primary_city,primary_zip,Age,gender,age_bucket,geo_bucket,Party Affiliation,home_status,edu_bucket,ethnicity_bucket
p285,first_name285,last_name285,email285,mobile_number285,primary_address1285,primary_address2285,primary_city285,primary_zip285,Age285,Other,35-44,Neighborhood Region 2,Democratic Party,Own,High school diploma or equivalent,Hispanic/Latinx
p286,first_name286,last_name286,email286,mobile_number286,primary_address1286,primary_address2286,primary_city286,primary_zip286,Age286,Male,35-44,Neighborhood Region 3,Democratic Party,Rent,Some college or Associate’s degree,White
p287,first_name287,last_name287,email287,mobile_number287,primary_address1287,primary_address2287,primary_city287,primary_zip287,Age287,Other,18-24,Neighborhood Region 3,Republican Party,Own,High school diploma or equivalent,White
p288,first_name288,last_name288,email288,mobile_number288,primary_address1288,primary_address2288,primary_city288,primary_zip288,Age288,Female,35-44,Neighborhood Region 1,Republican Party,Own,Some college or Associate’s degree,White
p289,first_name289,last_name289,email289,mobile_number289,primary_address1289,primary_address2289,primary_city289,primary_zip289,Age289,Female,45-54,Neighborhood Region 2,Democratic Party,Own,High school diploma or equivalent,White
p290,first_name290,last_name290,email290,mobile_number290,primary_address1290,primary_address2290,primary_city290,primary_zip290,Age290,Male,35-44,Neighborhood Region 3,Republican Party,Own,Bachelors degree or higher,White
p291,first_name291,last_name291,email291,mobile_number291,primary_address1291,primary_address2291,primary_city291,primary_zip291,Age291,Female,55-64,Neighborhood Region 2,Non-Affiliated/Other,Rent,Some college or Associate’s degree,White
p292,first_name292,last_name292,email292,mobile_number292,primary_address1292,primary_address2292,primary_city292,primary_zip292,Age292,Female,35-44,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p293,first_name293,last_name293,email293,mobile_number293,primary_address1293,primary_address2293,primary_city293,primary_zip293,Age293,Male,35-44,Neighborhood Region 3,Non-Affiliated/Other,Own,Some college or Associate’s degree,White
p294,first_name294,last_name294,email294,mobile_number294,primary_address1294,primary_address2294,primary_city294,primary_zip294,Age294,Female,35-44,Neighborhood Region 1,Democratic Party,Own,High school diploma or equivalent,White
p295,first_name295,last_name295,email295,mobile_number295,primary_address1295,primary_address2295,primary_city295,primary_zip295,Age295,Female,45-54,Neighborhood Region 2,Non-Affiliated/Other,Rent,Bachelors degree or higher,White
p296,first_name296,last_name296,email296,mobile_number296,primary_address1296,primary_address2296,primary_city296,primary_zip296,Age296,Male,35-44,Neighborhood Region 3,Republican Party,Own,Bachelors degree or higher,White
p297,first_name297,last_name297,email297,mobile_number297,primary_address1297,primary_address2297,primary_city297,primary_zip297,Age297,Female,18-24,Neighborhood Region 1,Republican Party,Own,Some schooling; no diploma,White
p298,first_name298,last_name298,email298,mobile_number298,primary_address1298,primary_address2298,primary_city298,primary_zip298,Age298,Male,55-64,Neighborhood Region 2,Republican Party,Own,Bachelors degree or higher,White
p299,first_name299,last_name299,email299,mobile_number299,primary_address1299,primary_address2299,primary_city299,primary_zip299,Age299,Female,65+,Neighborhood Region 1,Republican Party,Rent,Some college or Associate’s degree,White
